# tracer: nop
#
# entries-in-buffer/entries-written: 12870/71285   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [001] ..s. 214948.252527: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5a0b snd_una=0xe98c59e7 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1384 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214948.405699: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c5a0b snd_una=0xe98c5a0b snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1392 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214948.412228: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5a2f snd_una=0xe98c5a0b snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1392 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214948.731137: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c5a2f snd_una=0xe98c5a2f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1383 rcv_wnd=62687 sock_cookie=71
            sshd-23410   [001] .... 214948.746526: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5a53 snd_una=0xe98c5a2f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1383 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214948.908490: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c5a53 snd_una=0xe98c5a53 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1449 rcv_wnd=62687 sock_cookie=71
            sshd-23410   [001] .... 214948.912747: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5a77 snd_una=0xe98c5a53 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1449 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214949.020437: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c5a77 snd_una=0xe98c5a77 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1506 rcv_wnd=62687 sock_cookie=71
            sshd-23410   [001] .... 214949.089145: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5da3 snd_una=0xe98c5c5f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1624 rcv_wnd=62687 sock_cookie=71
            sshd-23410   [001] .... 214949.092082: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5edf snd_una=0xe98c5da3 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1674 rcv_wnd=62687 sock_cookie=71
